categoryid,parentid,categoryname,categoryorder,categoryvisible,alternateurl,lastmodified,category_displaymode,subcategory_displaymode1,subcategory_displaymode2,display_columns,display_rows,display_showlistprice,display_showsaleprice,display_showyousave,display_showdescriptionshort,display_showdescription,display_showstockstatus,display_showavailability,display_featuredproductsonly,subcategory_displaymode2_columns,rootid,metatag_title,metatag_description,default_sortby,link_title_tag,lastmodby,category_graphic_placement,subcategory_displaycolumns,filtercategory,auto_maintained_optioncatid,auto_maintained_optionid,private_section_customers_only,categorydescriptionshort,categorydescription,metatag_keywords,categorydescription_belowproducts,custom_where_clause,custom_metatags_override,alternateurl_opennewwindow,hidden,display_showpoints,vcompareoptout,breadcrumb,subcategory_displaymode1_responsive,subcategory_displaycolumns_responsive,category_displaymode_responsive,display_columns_responsive,subcategory_displaymode2_responsive,vendorcategory
265,0,Reception & Waiting,1,2,,2/9/2016 10:44,,,1,,10,N,N,N,N,N,N,N,N,,265,"Beauty Salon Reception & Waiting: Desks, Seating & Furniture","For a luxurious hair & beauty salon waiting room, shop Michele Pelafas Inc., bringing you top-quality, modern furniture for today's salon interior.",,Reception-Waiting,1,,,N,,,N,,"<div class=""category-seo"">	<h1><center>Salon Reception & Waiting Room Furniture</center></h1>	<p></p><center>	Meet & greet your guests with high-impact salon reception desks, seating and decor that can be customized to fit your vision and your brand.	<p></p>	<br /></center></div>",,"<br/><br/><p>	If you're in the market for luxury salon furniture, look no further than Michele Pelafas Inc. Our leading salon interiors and design firm offers a complete array of spa seating including hair salon reception desks, banquettes, benches and ottomans. Pieces can be customized to suit your branding and preferences.</p><p>	If you need a beauty salon reception desk, salon waiting room furniture or other types of salon seating, you can't go wrong with Michele Pelafas. Stylish, functional and elegant, these pieces are designed with the finest spas and salons in mind. Fast lead times and competitive pricing make it quick and affordable to bring your salon to the next level.</p>",,,N,N,N,N,,0,6,7,4,,
266,0,Retail Display Fixtures,2,2,,2/2/2016 21:47,,,1,,10,N,N,N,N,N,N,N,N,,266,Beauty & Hair Salon Retail Display Fixtures & Shelving,"For modern & unique display fixtures, shop Michele Pelafas, Inc. including wall shelving, tables, gondolas, wood & boutique fixtures, island displays & apparel.",,Beauty and Hair Salon Retail Display Fixtures,1,,,N,,,N,,"<div class=""category-seo"">	<h1 style=""text-align: center;"">	Salon Retail Display Fixtures & Shelving</h1>	<p style=""text-align: center;"">		Display your products in the best possible light with state-of-the-art salon retail displays and fixtures by Michele Pelafas, Inc.	</p>	<br /></div>",,"<p>We design and manufacture custom beauty and hair salon shelving, salon retail displays and a wide variety of fixtures that befit any upscale spa or salon. Aesthetically pleasing and featuring exceptional craftsmanship, these pieces allow you to market your salon and spa products as effectively as possible.</p><p>Michele Pelafas, Inc.'s line of salon retail displays and fixtures includes display tables, table-top displays, pedestals and risers, wall display units, apparel displays, experience centers and more. Every item that we offer boasts chic, stylish designs and impeccable functionality. With modest lead times and competitive prices, you simply can't do better. Browse our selection and order your favorites today.</p>",,,N,N,N,N,,0,7,7,4,,
267,0,Beauty Bars,3,2,,2/9/2016 10:51,,,1,,10,N,N,N,N,N,N,N,N,,267,"Salon Beauty Bars for Coloring, Blow Outs, Manicures & More","Professional color bars, styling stations & manicure tables custom made for salons, nail spas, make-up boutiques & beauty lounges - functional, stylish & modern.",,Hair Salon & Beauty Bars,1,,,N,,,N,,"<div class=""category-seo""><h1><center>Beauty Bars & Work Stations</center></h1><p style=""text-align: center; background-color: rgb(255, 255, 255);"">	Fashionable & functional work stations for blow dry & color bars, nail spas, make-up studios and beauty lounges customized for your brand & style.</p><br /></div>",,"<p>When it comes to professional salon styling stations and other salon work stations, you can't beat the sophistication, quality and style of Michele Pelafas. From blowout bars to manicure stations, our lineup includes everything you need to keep clients comfortable and happy throughout their appointments.</p><p>Michele Pelafas is pleased to offer nail technician tables, salon color bars and other work stations that are made in the USA. Additionally, pieces can be customized to reflect your image and brand to a T. Despite the custom nature of these items, our lead times are very fast. We also keep our prices affordable to make elegant style accessible to salons and spas across all markets.</p>",,,N,N,N,N,,0,5,7,4,,
268,0,Spa Furniture & Massage,6,2,,3/4/2016 09:25,,,1,,10,N,N,N,N,N,N,N,N,,268,Professional Spa Supply Store - Modern Furniture & Equipment,"From medical supplies to portable massage tables & more, our luxurious selection has everything you need for today’s finest spas. Shop today!",Popularity,Spa-Massage-Furniture,1,,,N,,,N,,"<div class=""category-seo""><h1>Luxury Spa Furniture & Massage Equipment</h1><p>Our modern spa supply store brings you only the best, highest-quality and most fashionable equipment and furniture for your spa.</p><br /><br /></div>",,"<p>When your customers walk through the door, they’re there to get away from their everyday life and step into a place of serenity and comfort. You want your clients to feel as relaxed as possible when they are getting their spa treatments. Within our professional spa equipment & supplies you will find a vast assortment of loungers, portable massage tables, trolleys and carts, therapist stools and so much more – everything you need to create the perfect atmosphere for your clients.</p><p>Buying medical spa supplies online brings you the convenience of having them delivered directly to you, and Michele Pelafas, Inc. makes that process simple by careful selection of the highest-quality pieces.</p>",,,N,N,N,N,,0,8,7,4,,
269,0,Make-up & Waxing,5,2,,2/2/2017 12:47,,,1,,,N,N,N,N,N,N,N,N,,269,"Make-Up & Waxing Salon Furniture, Chairs Tables & Equipment","From wax heaters to chairs & stools, make-up stations, mirrors & displays—we’ve got you covered with the must-haves for a stylish & functional salon.",,Make-up & Waxing Furniture Equipment,1,,,N,,,N,,"<h1 style=""text-align: center; background-color: rgb(255, 255, 255);"">Make-up & Waxing Furniture & Equipment</h1><p style=""text-align: center; background-color: rgb(255, 255, 255);"">	Give your clients the luxury, style and comfort that they deserve with fashionable hair salon equipment and furniture by Michele Pelafas, Inc.</p><br /><br />",,"<p>For affordable prices on customized, stylish salon make-up stations, waxing tables, and other salon and spa furniture and equipment, you can't do better than Michele Pelafas. We offer a vast selection of salon waxing stations, professional wax heaters and other items that help you serve your clients better while enhancing your brand in a big way.</p><p>Michele Pelafas makes it easy to buy salon waxing chairs online. Our online store lets you browse our huge array of make-up and waxing stations and tables with just a few clicks of the mouse button. These items can be customized to more capably reflect your desired image and brand, and our fast lead times mean you can upgrade your salon in no time.</p>",,,N,N,N,N,,0,7,7,3,,
270,0,Manicure,6,2,,3/4/2016 09:16,,,1,,10,N,N,N,N,N,N,N,N,,270,Luxury Manicure Furniture: Nail Bars & Technician Tables,"Shop our premium selection of modern & unique manicure equipment, all made in the USA. From desks & seating to nail drying equipment & so much more.",,Manicure Furniture Equipment,1,,,N,,,N,,"<div class=""category-seo"">	<h1>Manicure Furniture & Equipment</h1>	<p>		If you’re looking to buy nail bar equipment online, you’ve come to the right place. At Michele Pelafas, Inc., we strive to provide you with a variety of premium manicure furniture - items that you love and are a perfect fit for your nail salon.	</p></div><br/><br/>",,"<p>Within our selection of modern nail salon furniture, you can find everything from guest chairs to task lamps to nail technician tables and chairs, and the selection doesn’t stop there.Our premium nail technician equipment includes a vast selection of nail polish display racks, drying stations and luxury manicure tables, all perfect for today’s modern salon.</p>",,,N,N,N,N,,0,8,7,4,,
271,0,Pedicure Furniture,6,2,,11/12/2017 08:15,,,1,,10,N,N,N,N,N,N,N,N,,271,Modern Salon & Spa Pedicure Furniture & Equipment,"Shop our luxurious options for today's salon & spa. From custom pedicure furniture to benches, chairs, sinks, work stations & more - all USA made.",,Pedicure Furniture Equipment,1,,,N,,,N,,"<div class=""category-seo""><h1>Pedicure Furniture & Equipment </h1><p>We create livable luxury with pedicure furniture and equipment by Michele Pelafas, Inc. - premium comfort & style for nail salons, spas and beauty salons.</p><br /><br /></div>",,"<p>Michele Pelafas premium pedicure furniture for today's nail spa and salon offer hospitality style comfort and sophistication with state-of-the-art technology.  We create and manufacture world-class pedicure furniture that is unsurpassed and offer standard and custom units to fit your unique space, style and budget.<br /><br />If you’re looking for modern, luxurious salon and spa pedicure furniture including pedicure chairs & pedicure benches, we have a selection that is perfect for you, with many premium options each designed by renowned interior designer Michele Pelafas.</p><p>Our pedicure furniture is hand made in the USA and will give your space a one-of-a-kind feel and leave your customers feeling pampered and blissful. Your guests will come to you seeking relaxation and our pedicure furniture will allow them to unwind.  Your guests deserve only the best, most comfortable and most luxurious pedicure furniture to keep them coming back time after time.</p>",,,N,N,N,N,,0,6,7,4,,
274,0,Seating,7,2,,3/4/2016 09:22,,,1,,10,N,N,N,N,N,N,N,N,,274,Luxury Salon Seating - Waiting Room & Lobby Furniture,"From modern banquette seating & cozy chairs to bar stools & reception chairs, we have a selection for all of your needs. Shop Michele Pelafas, Inc. today!",Manufacturer,Salon-Seating,1,,,N,,,N,,"<div class=""category-seo""><h1>Salon Seating</h1><p>Provide your clients with the comfort and style they deserve with luxury salon furniture and equipment by Michele Pelafas, Inc.</p><br/><br/>",,"<p>If you’re looking to buy salon seating online, you have come to the right place. Within our selection you will find a variety of reception and lobby furniture to suit many needs. From elegant tufted banquette seating to stylist’s chairs, vanity stools and modern waiting room chairs in a variety of styles and patterns, we have something for everyone.</p></div>",,,N,N,N,N,,0,7,7,4,,
275,0,Shampoo,7,2,,3/12/2017 10:30,,,1,,10,N,N,N,N,N,N,N,N,,275,Modern Hair Salon Shampoo Station Chairs & Bowls,"Shop Michele Pelafas, Inc. for luxury salon shampoo furniture online. From the latest designs in bowls to premium seating & more, we’ve got you covered.",,Shampoo-Equipment,1,,,N,,,N,,"<div class=""category-seo""><h1 style=""text-align: center;"">Shampoo Station Furniture</h1><p style=""text-align: center;"">Luxury, comfort and style are yours with Michele Pelafas shampoo backwash bowls and chairs. Give your clients the comfort and style they deserve with modern salon shampoo chairs that will envelop them with relaxation and bliss.  When you furnish your space with only the best, most luxurious shampoo bowls, your guests will keep coming back for more.</p><br /></div>",,"<p>Our selection includes many options of salon stations with shampoo bowls and accompanying comfy lounge chairs as well as a variety of shampoo cabinets for salon organization.It's important to make your clients feel as comfortable as possible while you shampoo their hair. Buying hair shampoo bowls online with Michele Pelafas, Inc. is a perfect way to ensure you are only getting the best.</p>",,,N,N,N,N,,0,6,7,4,,
276,0,Storage Cabinets & Dispensary,8,2,,1/14/2016 22:19,,,1,,,,,,,,,,,,276,,,,,1,,,N,,,N,,"<h1 style=""text-align: center; background-color: rgb(255, 255, 255);"">Salon & Spa Storage & Dispensary Cabinets</h1><p style=""text-align: center; background-color: rgb(255, 255, 255);"">	Give your clients the luxury, style and comfort that they deserve with fashionable hair salon equipment and furniture by Michele Pelafas, Inc.</p><br>",,,,,N,N,,N,,0,6,,3,,
277,0,Electronics,9,2,,3/9/2016 13:52,,,1,,10,N,N,N,N,N,N,N,N,,277,Hair & Beauty Salon Equipment & Electric Appliances,Our carefully curated selection of salon equipment make stylish additions to any décor & offers exceptional performance with state-of-the-art technology!,,Spa Electronic Appliances,1,,,N,,,N,,"<h1 style=""text-align: center; background-color: rgb(255, 255, 255);"">Beauty & Hair Salon Appliances & Equipment</h1><p style=""text-align: center; background-color: rgb(255, 255, 255);"">	Electronics that deliver performance and style for the hair salon and beauty environment by Michele Pelafas, Inc.</p><br />",,,,,N,N,N,N,,0,8,7,4,,
278,0,After Six,,3,,9/6/2015 07:15,,,,,10,N,N,N,N,N,N,N,N,,278,,,PriceHigh,,1,,,N,,,N,,,,,,,N,N,N,N,,,3,7,4,,
279,0,Pretty Please,0,3,,5/27/2015 16:06,,,,,,,,,,,,,,,279,,,,,1,,,N,,,N,,,,,,,N,N,,N,,,3,,3,,
280,0,Bespoke,1,3,,5/27/2015 16:06,,,,,,,,,,,,,,,280,,,,,1,,,N,,,N,,,,,,,N,N,,N,,,3,,3,,
281,0,Eco Chic,1,3,,5/27/2015 16:07,,,,,,,,,,,,,,,281,,,,,1,,,N,,,N,,,,,,,N,N,,N,,,3,,3,,
282,0,Haute Couture,1,3,,5/27/2015 16:07,,,,,,,,,,,,,,,282,,,,,1,,,N,,,N,,,,,,,N,N,,N,,,3,,3,,
283,0,Resort Collection,1,3,,5/27/2015 16:07,,,,,,,,,,,,,,,283,,,,,1,,,N,,,N,,,,,,,N,N,,N,,,3,,3,,
284,0,Make a Scene,2,3,,5/27/2015 16:07,,,,,,,,,,,,,,,284,,,,,1,,,N,,,N,,,,,,,N,N,,N,,,3,,3,,
285,0,Town & Country,2,3,,5/27/2015 16:08,,,,,,,,,,,,,,,285,,,,,1,,,N,,,N,,,,,,,N,N,,N,,,3,,3,,
286,264,Styling Chairs,0,,,6/28/2016 15:02,,,,,10,N,N,N,N,N,N,N,N,,264,Hydraulic Hair & Beauty Salon Styling & Hairdressing Chairs,"Fashionable, chic & high-quality chairs with hydraulic & reclining options. Shop European & Italian designs for today's sophisticated salon interior.",Manufacturer,Hair & Beauty Styling Hydraulic Chairs,1,,,N,,,N,<p></p><p></p>,"<div class=""category-seo"">	<h1>Hydraulic Styling Chairs</h1>	<p>		Shop a wide variety of stylish, thoughtfully designed hydraulic hairdressing chairs with Michele Pelafas Inc. Every model in our lineup of beauty salon chairs has been vetted by our experienced team, so you can rest assured of superior quality and exceptional style. Our selection includes hydraulic hair styling chairs with hydraulic, lockable pumps and bases, reclining backrests and headrests, sumptuous padding, and more.	</p>",,"<p>		Don't settle for less when shopping for modern styling chairs. Find the perfect solution with Michele Pelafas Inc. If you're in the market for a stylish reclining salon styling chair, we have you covered. You can take your pick from a wide array of hairdressing chairs at some of the most competitive prices around. Many items qualify for free shipping, so you can save even more! Place your order today.	</p></div>",,,N,N,N,N,Styling Area,,3,7,4,,
287,264,Styling Stations,1,,,5/13/2016 11:43,,,,,10,N,N,N,N,N,N,N,N,,264,Salon Styling Stations - Luxury Booths & Bars,"Chic, modern & high quality are words that describe the offerings from Michele Pelafas, Inc. Shop our styling stations for today's salon interior.",Manufacturer,Styling-Stations,1,,,N,,,N,</p><p>,"<div class=""category-seo"">	<h1 style=""text-align: center;"">Salon Styling Stations & Bars</h1>	<p>		We carry the finest modern salon furniture, and that means you're sure to find the perfect styling station for your salon. If you're in the market for a luxury salon styling bar, consider the Hollywood blow-dry styling bar. This handy and functional bar can accommodate as many as six people comfortably.	</p></div>",,"<p>	Available in either white or black laminate, the bar features a handy back storage that includes an accessory drawer for your combs, brushes and clips plus an insulated tool drawer with a power strip outlet. The transitional-style Vincent blow-dry styling bar will fit in nicely with any salon décor. Featuring all the storage space of the Hollywood bar, the Vincent styling bar can also be customized to accommodate up to six people.</p><p>	Maybe you're looking for the privacy a salon styling booth provides. The economical Sanbo styling station is ideal for the budget conscious.</p>",,,N,N,N,N,Styling Area,,3,7,4,,
288,264,Styling Mirrors,2,,,5/13/2016 09:52,,,,,10,N,N,N,N,N,N,N,N,,264,Salon Styling Mirrors for Hairdresser Stations,"Our styling mirrors include modern, luxury options from single-person mirrors up to four-person stations, all carefully selected for their premium quality.",Manufacturer,Styling-Mirrors,1,,,N,,,N,<br/>,"<div class=""category-seo"">	<h1 style=""text-align: center;"">Salon Styling Mirrors</h1>	<p>		If you're looking for that ideal styling salon mirror, we have a wide selection from which to choose. With such a variety of styles available here, why bother to shop around town when you can buy salon mirrors online?	</p></div>",,"<p>	 The Nabucco wall mirror is the perfect hairdresser mirror for the high-end salon. This large fiberglass-framed luxury boutique mirror, designed by Marcel Wanders, measures approximately 185 centimeters including frame.</p><p>	Each of the Maya styling stations features the ultimate modern hair-cutting mirror design. Each style unit includes its own unique aluminum design shaped shelf. At a price much lower than you'd expect to pay for a comparable product, the Petit Tonneau styling station features a melamine-framed mirror and a resin shelf hair-dryer holder.</p>",,,N,N,N,N,Styling Area,,3,7,4,,
291,264,Carts & Accessories,6,,,5/13/2016 11:46,,,,,10,N,N,N,N,N,N,N,N,,264,"Modern Salon & Spa Carts - Trolleys, Carts & Accessories","Store items in style with modern & convenient equipment carts in a variety of options – with or without wheels, warm wood finish or clean white lines.",Manufacturer,Carts-and-Accessories,1,,,N,,,N,</p><p>,"<div class=""category-seo"">	<h1 style=""text-align: center;"">Salon & Spa Trolleys, Carts & Accessories</h1><p>Complete your collection of modern salon and spa furniture with our carts and accessories.</p></div>",,"<p>The Cactus rolling-style cart in polished aluminum and white plastic sleeves is a contemporary-styled salon equipment cart that is as attractive as it is functional. The Ezo styling trolley, an economical salon and spa trolley, features a basic structure in laminate with a varnished steel base with casters. The top-of-the-line aluminum Ibox styling trolley is a multi-functional trolley that is the ultimate in versatility.</p><p>Our salon station cabinets include the Styling cabinet 73 that features a drawer, hair dryer and curling holder and the Styling cabinet 90 in pre-laminated finish.</p>",,,N,N,N,N,Styling Area,,3,7,4,,
292,100,Electronics,13,1,http://hzuum.brats.servertrust.com/category-s/277.htm,5/31/2015 09:10,,,,,,,,,,,,,,,100,,,,,1,,,N,,,N,,,,,,,N,N,,N,Beauty & Spa Furniture,,3,,3,,
293,277,Hair Dryers,1,,,8/25/2015 17:00,,,,,10,N,N,N,N,N,N,N,N,,277,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Electronics,,3,6,4,,
295,277,Hot Towel Cabinets,1,,,5/31/2015 09:15,,,,,10,N,N,N,N,N,N,N,N,,277,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Electronics,,3,6,4,,
296,277,Hair Processors,1,,,10/2/2015 20:25,,,,,10,N,N,N,N,N,N,N,N,,277,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Electronics,,3,6,4,,
297,276,Color Dispensary,,,,5/31/2015 09:20,,,,,10,N,N,N,N,N,N,N,N,,276,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Storage Cabinets & Dispensary,,3,6,4,,
298,276,Decorative Cabinets,,,,7/6/2016 15:48,,,,,10,N,N,N,N,N,N,N,N,,276,Decorative Spa & Beauty Salon Equipment Storage Cabinets,"Beautiful and stylish hair salon & spa cabinets, including wood finishes, metal & lacquer. Unique design ideas for styling stations, displays & more.",Popularity,Hair Salon & Beauty Decorative Storage Cabinets,1,,,N,,,N,<br/>,"<div class=""category-seo""><h1>Decorative Storage Cabinets</h1><p>Keep your spa or salon neat and tidy while maintaining your overall design scheme with attractive decorative storage cabinets from Michele Pelafas Inc. We specialize in contemporary salon furniture that's as stylish as it is functional so you can easily find the optimal solution. Everything we offer is available through our convenient website, so there's no need to search high and low for what you need.</p><p>When it comes to beauty salon furniture and equipment storage, you can't beat Michele Pelafas Inc. Take your pick from spa cabinets, buffets, chests and other organizational units featuring some of the most stylish design elements around. Our top-selling decorative storage cabinets boast rollers for easy moving and versatility and adjustable shelves for customized storage solutions. Many items include free shipping, and we offer significant discounts to help you save even more. Find what you need, and place your order today.&lt;</p></div>",,,,,N,N,N,N,Storage Cabinets & Dispensary,,3,6,4,,
299,276,Sink Cabinets,,,,5/31/2015 09:22,,,,,10,N,N,N,N,N,N,N,N,,276,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Storage Cabinets & Dispensary,,3,6,4,,
300,276,Storage Cabinets,,,,5/31/2015 09:23,,,,,10,N,N,N,N,N,N,N,N,,276,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Storage Cabinets & Dispensary,,3,7,4,,
303,275,Shampoo Cabinets,1,1,,5/31/2015 09:27,,,,,10,N,N,N,N,N,N,N,N,,275,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Shampoo,,3,7,4,,
305,275,Shampoo Backwash,1,,,1/15/2017 10:11,,,,,10,N,N,N,N,N,N,N,N,,275,,,Title,,1,,,N,,,N,,,,,,,N,N,N,N,Shampoo,,3,7,4,,
306,265,Reception Desks,0,,,3/11/2018 08:58,,,,,10,N,N,N,N,N,N,N,N,,265,,,Popularity,,1,BELOW,,N,,,N,,"<h1 style=""background-color: rgb(255, 255, 255);""><center><br /></center></h1>",,,,,N,N,N,N,Reception & Waiting,1,3,7,4,0,
307,265,Seating,1,1,,5/31/2015 09:36,,,,,10,N,N,N,N,N,N,N,N,,265,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Reception & Waiting,,3,7,4,,
308,265,Accent Tables,2,1,,5/31/2015 09:36,,,,,10,N,N,N,N,N,N,N,N,,265,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Reception & Waiting,,3,7,4,,
309,265,Serveware,3,1,,5/31/2015 09:37,,,,,10,N,N,N,N,N,N,N,N,,265,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Reception & Waiting,,3,7,4,,
310,266,Apparel Displays,,,,5/31/2015 10:02,,,,,10,N,N,N,N,N,N,N,N,,266,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Retail Display Fixtures,,3,7,4,,
311,266,Display Tables,,,,5/31/2015 10:03,,,,,10,N,N,N,N,N,N,N,N,,266,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Retail Display Fixtures,,3,7,4,,
312,266,Experience Centers,2,,,10/31/2015 11:14,,,,,10,N,N,N,N,N,N,N,N,,266,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Retail Display Fixtures,,3,7,4,,
313,266,Freestanding,1,,,11/1/2015 07:59,,,,,10,N,N,N,N,N,N,N,N,,266,,,PriceLow,,1,,,N,,,N,,,,,,,N,N,N,N,Retail Display Fixtures,,3,7,4,,
314,266,Pedestals & Risers,2,,,5/31/2015 10:05,,,,,10,N,N,N,N,N,N,N,N,,266,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Retail Display Fixtures,,3,7,4,,
315,266,Wall Display Units,0,,,9/5/2015 11:47,,,,,10,N,N,N,N,N,N,N,N,,266,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Retail Display Fixtures,,3,7,4,,
316,266,Table Top Displays,2,,,5/31/2015 10:06,,,,,10,N,N,N,N,N,N,N,N,,266,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Retail Display Fixtures,,3,7,4,,
321,0,Accent Tables,2,4,,4/11/2016 11:43,,,1,,10,N,N,N,N,N,N,N,N,,321,Accent Tables for Salon & Spa Reception Furniture,"From modern nesting tables to luxury & rustic console & coffee tables, Michele Pelafas has you covered with many top-of-the-line options.",,Accent Tables,1,,,N,,,N,,"<div class=""category-seo"">	<h1 style=""text-align: center;"">Salon & Spa Accent Tables</h1>	<p style=""text-align: center;"">		From traditional to contemporary, our collection of salon reception furniture is sure to fit in nicely with any style of décor.	</p><br/><br/></div>",,"<div class=""category-seo"">	<p>		For the finest in luxury spa accent furniture, the Vogue mirror coffee table is one modern coffee table that will set apart your business from the rest. If you're in the market for modern salon console tables, check out the practical Doris console table constructed of iron and wood.	</p>	<p>		Arrange waiting room reading material or display products on our nesting tables for your luxury spa. Featuring a rustic iron finish, the popular Dupont table comes in either regular or tall heights to meet your particular needs. Shop Michele Pelafas Inc. to find the perfect décor!	</p></div>",,,N,N,N,N,,0,7,7,4,,
322,0,Decorative Sinks & Faucets,2,4,http://hzuum.brats.servertrust.com/category-s/322.htm,4/11/2016 11:42,,,1,,,N,N,N,N,N,N,N,N,,322,Bathroom Fixtures - Salon & Spa Decorative Sinks & Faucets,"If you're looking to design a modern, luxurious salon or spa, Michele Pelafas has got you covered with many bathroom fixture options to choose from.",,Sinks and Faucets,1,,,N,,,N,,"<div class=""category-seo"">	<h1 style=""text-align: center;"">Decorative Sinks & Faucets for Salon & Spa Bathrooms</h1>	<p style=""text-align: center;"">		No beauty salon furniture collection is complete without luxury bathroom sinks and faucets.	</p><br/><br/></div>",,"<div class=""category-seo"">	<p>		We offer the finest in modern faucets for bathroom sinks from the affordable Light single-lever washbasin faucet in your choice of polished, mat chrome or stainless steel finish to the high-end designer Hydrus single-lever sink faucet constructed of massive, solid stainless steel.	</p>	<p>		Whether it's the practical stainless steel vessel sink or the high-end designer Pocia wall-mounted sink equipped with a towel bar and available in your choice of six colors, you'll appreciate the convenience of having the opportunity to buy sinks online right from our site.	</p>	<p>		We carry an extensive line of luxury bathroom fixtures that are as practical as they are decorative. Find yours today!	</p></div>",,,N,N,N,N,,0,7,7,4,,
323,0,Decor & Art,2,4,,4/11/2016 11:42,,,1,,10,N,N,N,N,N,N,N,N,,323,"Modern Beauty Salon, Spa Decor & Wall Art Online",A luxury salon isn't complete without the perfect wall art to tie everything in. Shop Michele Pelafas Inc. for a vast selection to suit many styles.,,Decor and Art,1,,,N,,,N,,"<div class=""category-seo"">	<h1 style=""text-align: center;"">Salon & Spa Décor & Art</h1>	<p style=""text-align: center;"">		Whether you're looking for magazine racks, sculptures, vases or urns, you're sure to find that perfect piece of modern beauty salon décor here.	</p>	<br/><br/></div>",,"<div class=""category-seo"">	<p>		No luxury day spa décor is complete without botanicals like our preserved natural Boxwood topiary or the Two Sphere natural evergreen topiary. Create a personalized ambience throughout your business with vases such as the classic white and smoked blown glass Petra vase or the set of two ultramodern Beyond the Pale vases.	</p>	<p>		We feature a variety of wall art for beauty salons to fit any décor. The wood tones of the Klum collage will especially complement a rustic setting. The intricate Camillus or Lanciano are perfect pieces of hair salon wall art that are constructed of wood and will certainly add expression to decors ranging from traditional to contemporary. It's so easy to buy spa décor and art online. Shop Michele Pelafas Inc. today!	</p></div>",,,N,N,N,N,,0,8,7,4,,
